db_id,query,question,hardness,lang
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT 100.0 * (T1.anzahl_2020 - T1.anzahl_1990) / T1.anzahl_1990 AS prozent_anderung_elektrizitaet_anzahl_schadenfalle_1990_2020
FROM (
    SELECT
        SUM(CASE WHEN T.jahr = 1990 THEN T.elektrizitaet_anzahl_schadenfalle ELSE 0 END) AS anzahl_1990,
        SUM(CASE WHEN T.jahr = 2020 THEN T.elektrizitaet_anzahl_schadenfalle ELSE 0 END) AS anzahl_2020
    FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.canton = 'TRUE'
        AND S.name LIKE '%Aargau%'
        AND T.jahr IN (1990, 2020)
) AS T1;
"," In Prozent, wie hat sich die Zahl der Elektrobrände im Kanton Aargau von 1990 bis 2020 verändert?
",unknown,de
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT T.jahr, T.explosion_schaden_1000_chf * 1000 AS explosion_schaden_chf
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr IN (1980, 1990, 2000, 2010)
ORDER BY T.jahr DESC;
"," Wie viel kosteten Brandfälle durch Explosionen die Versicherer im Kanton Aargau in den Jahren 1980, 1990, 2000 und 2010 in CHF?
",unknown,de
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT T.jahr, T.elektrizitaet_schaden_1000_chf * 1000 AS elektrizitaet_schaden_chf
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr >= 2001
    AND T.jahr <= 2007
ORDER BY T.jahr DESC;
"," Wie hoch waren die jährlichen Kosten in CHF für die durch Elektrizität und Explosionen verursachten Brandschäden im Kanton Aargau in den Jahren 2001 bis 2007?
",unknown,de
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT T.unbekannt_schaden_1000_chf * 1000 AS unbekannt_schaden_chf
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2020;
"," Wie viel Franken kosteten Brandeinsätze aus unbekannter Ursache im Aargau im Jahr 2020?
",unknown,de
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT T.unbekannt_anzahl_schadenfalle * 100.0 / T.total_anzahl_schadenfalle AS unbekannt_anzahl_schadenfalle_prozent
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2018;
"," Wie hoch (in prozent) ist der Anteil unbekannter Ursachen an der Zahl der Brandfälle im Aargau im Jahr 2018?
",unknown,de
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT SUM(T.vorsatzliche_brandstift_anzahl_schadenfalle)
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr >= 1980
    AND T.jahr <= 2020;"," Wie viele Brandstiftungen wurden von 1980 bis 2020 im Kanton Aargau insgesamt gemeldet?
",hard,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT S.name AS gemeinde
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.total_gwh / T.einwohner DESC
LIMIT 1;
"," Welche Gemeinde im Kanton Thurgau produziert im Jahr 2020 im Verhältnis zur Einwohnerzahl am meisten erneuerbare Energie?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT 100 * SUM(CASE WHEN T.total_gwh = 0 THEN 1 ELSE 0 END) / CAST(COUNT(*) AS FLOAT) AS prozent_kein_erneurerbare_energie_2017
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2017;
"," Wie hoch ist der Anteil (in Prozent) der Thurgauer Gemeinden, die im Jahr 2017 keine erneuerbare Energie produziert haben?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT S.name AS gemeinde, T.total_gwh
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
ORDER BY T.einwohner DESC
LIMIT 5;
"," Wie viel erneuerbare Energie wird in den 5 grössten Thurgauer Gemeinden im Jahr 2021 produziert?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT SUM(T.total_gwh) * 1000 AS total_mwh
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Amriswil', 'Amriswil (TG)')
    AND T.jahr >= 2016
    AND T.jahr <= 2020;
"," Wie viele MWh an erneuerbarer Energie hat Amriswil im Kanton Thurgau von 2016 bis 2020 insgesamt produziert?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT S.name AS gemeinde
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2019
ORDER BY T.biomasse_holz_gwh DESC
LIMIT 2;
"," Zeigen Sie mir 2 Aargauer Gemeinden, die im Jahr 2019 der wichtigste Produzent von Energie aus Holzbiomasse waren.
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT S.name AS gemeinde
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2019
ORDER BY T.biomasse_holz_gwh DESC
LIMIT 2;
"," Wie hoch ist die Gesamtmenge an erneuerbarer Energie aus der Kehrichtverbrennung im Kanton Thurgau im Jahr 2020?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT
    SUM(biogasanlagen_abwasser_gwh) AS biogasanlagen_abwasser_gwh_kanton_thurgau,
    SUM(biogasanlagen_industrie_gwh) AS biogasanlagen_industrie_gwh_kanton_thurgau,
    SUM(biogasanlagen_landwirtschaft_gwh) AS biogasanlagen_landwirtschaft_gwh_kanton_thurgau
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2015;
"," Wie viele GWh Energie wurden im Jahr 2015 im Kanton Thurgau aus den einzelnen Biogasanlagentypen produziert?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT S.name AS gemeinde
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
    AND T.kehricht_gwh > 0
ORDER BY T.einwohner ASC
LIMIT 1;
"," Welche war die kleinste Gemeinde (in Einwohnern), die im Jahr 2021 im Kanton Thurgau Energie aus der Kehrichtverbrennung produzierte?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT
    S.name AS gemeinde,
    100.0 * T.wasserkraft_gwh / T.total_gwh AS prozent_wasserkraft
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2019
ORDER BY prozent_wasserkraft DESC
LIMIT 3;
"," Welche 3 Thurgauer Gemeinden hatten im Jahr 2019 den höchsten Anteil an Wasserkraft an der gesamten erneuerbaren Energieproduktion und wie hoch war dieser?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT 100 * SUM(CASE WHEN T.total_gwh_2015 > T.total_gwh_2021 THEN 1 ELSE 0 END) / CAST(COUNT(*) AS FLOAT) AS prozent_abnahme
FROM (
    SELECT
        S.name,
        SUM(CASE WHEN T.jahr = 2015 THEN T.total_gwh ELSE 0 END) AS total_gwh_2015,
        SUM(CASE WHEN T.jahr = 2021 THEN T.total_gwh ELSE 0 END) AS total_gwh_2021
    FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr IN (2015, 2021)
    GROUP BY S.name
) AS T;
"," Wie hoch ist der Anteil der Gemeinden im Kanton Thurgau, die zwischen 2015 und 2021 einen Rückgang der Produktion von erneuerbaren Energien zu verzeichnen haben?
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT T.biogasanlagen_landwirtschaft_gwh
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2018
    AND S.name IN ('Fischingen', 'Fischingen (TG)');
"," Zeigen Sie mir die Produktion von Energie aus landwirtschaftlichem Biogas in Fischingen, Kanton Thurgau, im Jahr 2018.
",unknown,de
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"SELECT S.name AS gemeinde, T.jahr, T.photovoltaik_gwh
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name IN ('Roggwil', 'Roggwil (TG)', 'Langrickenbach', 'Langrickenbach (TG)')
    AND T.jahr IN (2019, 2020)
ORDER BY S.name, T.jahr;"," Wie hoch war die Produktion von Solarstrom in Roggwil und Langrickenbach TG in den Jahren 2019 und 2020?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT T.jahr, SUM(T.beschaftigte_personen)
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2011, 2021)
    AND T.sektor = 'Tertiär'
GROUP BY T.jahr;
"," Wie viele Beschäftigte des tertiären Sektors waren 2011 und 2021 im Kanton Thurgau tätig?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT
    S.name AS gemeinde,
    (
        100.0 * SUM(CASE WHEN T.sektor = 'Sekundär' THEN T.beschaftigte_personen ELSE 0 END) /
        SUM(T.beschaftigte_personen)
    ) as prozent_beschaftigte_personen_sektor_2
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2020
GROUP BY S.name
ORDER BY prozent_beschaftigte_personen_sektor_2
DESC LIMIT 5;
"," Welches sind die fünf Thurgauer Gemeinden mit dem höchsten Anteil an Beschäftigten im sekundären Sektor im Jahr 2020? Geben Sie auch die Anteile in Prozent an.
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT T.beschaftigte_personen
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Frauenfeld', 'Frauenfeld (TG)')
    AND T.jahr = 2015
    AND T.sektor = 'Sekundär';
"," Wie viele Personen waren im Jahr 2015 in der Stadt Frauenfeld im Kanton Thurgau im sekundären Sektor beschäftigt?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT T.jahr, T.sektor, SUM(T.beschaftigte_personen)
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2017
    AND T.jahr <= 2020
GROUP BY T.sektor, T.jahr;
"," Wie hoch war die Zahl der Beschäftigten pro Wirtschaftszweig im Kanton Thurgau in den Jahren 2017 bis 2020?
",extra,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT S.name AS gemeinde
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2015, 2020)
GROUP BY S.name
ORDER BY (
    100.0 * SUM(CASE WHEN T.jahr = 2020 THEN T.beschaftigte_personen ELSE 0 END) /
    SUM(CASE WHEN T.jahr = 2015 THEN T.beschaftigte_personen ELSE 0 END)
) DESC LIMIT 1;
"," In welcher Thurgauer Gemeinde ist die Zahl der Beschäftigten zwischen 2015 und 2020 am stärksten gewachsen?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT (
    100.0 * COUNT(CASE WHEN T.beschaftigte_personen_sektor_1 > T.beschaftigte_personen_sektor_2 THEN 1 END) /
    COUNT(*)
) AS prozent_gemeinden_hohere_sektor_1
FROM (
    SELECT
        S.name AS gemeinde,
        SUM(CASE WHEN T.sektor = 'Primär' THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_sektor_1,
        SUM(CASE WHEN T.sektor = 'Sekundär' THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_sektor_2
    FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr = 2016
    GROUP BY S.name
) AS T;
"," Wie hoch ist der Anteil (in %) der Thurgauer Gemeinden, in denen 2016 die Zahl der Beschäftigten im primären Sektor höher war als im sekundären Sektor?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT (
    100.0 * COUNT(CASE WHEN T.beschaftigte_personen_sektor_1_2018 < T.beschaftigte_personen_sektor_1_2013 THEN 1 END) /
    COUNT(*)
) AS prozent_gemeinden_abnahme_sektor_1
FROM (
    SELECT
        S.name AS gemeinde,
        SUM(CASE WHEN T.jahr = 2013 THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_sektor_1_2013,
        SUM(CASE WHEN T.jahr = 2018 THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_sektor_1_2018
    FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr IN (2013, 2018)
        AND T.sektor = 'Primär'
    GROUP BY S.name
) AS T;
"," Wie hoch ist der Anteil der Thurgauer Gemeinden, in denen die Zahl der Beschäftigten im primären Sektor zwischen 2013 und 2018 abgenommen hat?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT S.name AS gemeinde
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2020
GROUP BY S.name
ORDER BY SUM(T.beschaftigte_personen) ASC LIMIT 1;
"," Welche Thurgauer Gemeinde hatte im Jahr 2020 die wenigsten Beschäftigten?
",unknown,de
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"SELECT T.jahr, T.beschaftigte_personen AS beschaftigte_personen_sektor_3
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name IN ('Frauenfeld', 'Frauenfeld (TG)')
    AND T.sektor = 'Tertiär'
ORDER BY T.beschaftigte_personen DESC LIMIT 1;"," Wie viele Beschäftigte hatte die Stadt Frauenfeld TG im tertiären Sektor bisher maximal und wann?
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.monat, SUM(T.pn_1_cm3) / COUNT(T.pn_1_cm3) AS monat_avg_pn_1_cm3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.pn_1_cm3 IS NOT NULL
GROUP BY T.monat
ORDER BY SUM(T.pn_1_cm3) / COUNT(T.pn_1_cm3) ASC
LIMIT 1;
"," In welchem Monat gibt es in der Stadt Zürich generell am wenigsten Partikel in der Luft?
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.jahr, SUM(T.no_ug_m3) / COUNT(T.no_ug_m3) AS jahr_avg_no_ug_m3, SUM(T.no2_ug_m3) / COUNT(T.no2_ug_m3) AS avg_no2_ug_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr IN (1993, 2003, 2013, 2023)
    AND T.no_ug_m3 IS NOT NULL
GROUP BY T.jahr;
"," Wie hoch war die jährliche Durchschnittskonzentration von Stickstoffmonoxid und Stickstoffdioxid in der Stadt Zürich in den Jahren 1993, 2003, 2013 und 2023?
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.jahr, T.pm2_5_ug_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.pm2_5_ug_m3 IS NOT NULL
ORDER BY T.pm2_5_ug_m3 ASC
LIMIT 1;
"," Welches war die niedrigste Feinstaubkonzentration (PM2.5), die je in Zürich gemessen wurde, und in welchem Jahr war dies?
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.monat, T.so2_ug_m3 / 1000 AS so2_mg_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr = 2019
ORDER BY T.monat ASC;
"," Wie hoch war die Schwefeldioxidkonzentration in der Luft in Zürich im Jahr 2019? Geben Sie die Konzentration in Milligramm pro Kubikmeter an.
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.jahr, T.monat, T.co_mg_m3 * 1000 AS co_ug_m3, T.so2_ug_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND
    (
        (T.jahr = 1999 AND T.monat >= 10)
        OR (T.jahr = 2000 AND T.monat <= 7)
    )
    AND T.co_mg_m3 IS NOT NULL
ORDER BY T.jahr ASC, T.monat ASC;
"," Wie hoch war die CO- und SO2-Konzentration (beide in Mikrogramm/m3) in Zürich zwischen Oktober 1999 und Juli 2000?
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT
    CASE
        WHEN T.monat IN (12, 1, 2) THEN 'Winter'
        WHEN T.monat IN (3, 4, 5) THEN 'Frühling'
        WHEN T.monat IN (6, 7, 8) THEN 'Sommer'
        WHEN T.monat IN (9, 10, 11) THEN 'Herbst'
    END AS jahreszeit,
    SUM(T.pm10_ug_m3) / COUNT(T.pm10_ug_m3) AS avg_pm10_ug_m3,
    SUM(T.pm2_5_ug_m3) / COUNT(T.pm2_5_ug_m3) AS avg_pm2_5_ug_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr = 2018
    AND T.pm10_ug_m3 IS NOT NULL
    AND T.pm2_5_ug_m3 IS NOT NULL
GROUP BY jahreszeit;
"," Zeigen Sie mir die mittlere PM10- und PM2.5-Konzentration in Zürich während jeder Jahreszeit des Jahres 2018.
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT
    (
        100.0 * SUM(
            CASE
                WHEN T.jahr = 2017 THEN T.pm10_ug_m3
                WHEN T.jahr = 2023 THEN - T.pm10_ug_m3
            END
        ) / SUM(CASE WHEN T.jahr = 2017 THEN T.pm10_ug_m3 END)
    ) AS pm10_anderung_2017_2023_prozent
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr IN (2017, 2023)
    AND T.pm10_ug_m3 IS NOT NULL;
"," Wie hoch ist die relative Veränderung der PM10-Konzentration in Zürich von 2017 bis 2023 in Prozent?
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.jahr, T.nox_ppb / 1000 AS nox_ppm_januar
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.monat = 1
    AND T.jahr >= 2017
    AND T.jahr <= 2021
ORDER BY T.jahr ASC;
"," Nennen Sie mir die Konzentration von Stickoxiden in der Luft von Zürich, in Teilen pro Million (ppm), für den Monat Januar in den Jahren 2017 bis 2021.
",unknown,de
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"SELECT T.monat, SUM(T.pn_1_cm3) / COUNT(T.pn_1_cm3) AS avg_pn_1_cm3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.pn_1_cm3 IS NOT NULL
GROUP BY T.monat;
"," Zeigen Sie mir die Partikelzahl für jeden Monat in Zürich, im Durchschnitt aller verfügbaren Jahre.
",unknown,de
zurich_effektive_preise_wohnbauland,"SELECT AVG(T.durschnitt_preis_chf_pro_m2) AS durschnitt_preis_chf_pro_m2_1980_2000
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr >= 1980
    AND T.jahr <= 2000;
"," Wie hoch war der durchschnittliche Quadratmeterpreis für Wohnbauland im Kanton Zürich zwischen 1980 und 2000?
",unknown,de
zurich_effektive_preise_wohnbauland,"SELECT T.jahr, T.quantil_75_preis_chf_pro_m2 - T.quantil_25_preis_chf_pro_m2 AS interquartilabstand_preis_chf_pro_m2
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
ORDER BY interquartilabstand_preis_chf_pro_m2 DESC
LIMIT 1;
"," In welchem Jahr war der Interquartilabstand des Quadratmeterpreises für Wohnbauland im Kanton Zürich am höchsten und wie hoch war er?
",unknown,de
zurich_effektive_preise_wohnbauland,"SELECT
    (
        SUM(CASE WHEN T.jahr = 2020 THEN T.durschnitt_preis_chf_pro_m2 END) /
        SUM(CASE WHEN T.jahr = 1980 THEN T.durschnitt_preis_chf_pro_m2 END)
    ) AS preis_ratio_2020_1980
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr IN (1980, 2020);
"," Wie ist das Verhältnis zwischen den Preisen für Wohnbauland im Kanton Zürich im Jahr 2020 und 1980?
",unknown,de
zurich_effektive_preise_wohnbauland,"SELECT
    T.jahr,
    T.quantil_25_preis_chf_pro_m2,
    T.median_preis_chf_pro_m2,
    T.quantil_75_preis_chf_pro_m2
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr >= 2017
    AND T.jahr <= 2021;
"," Zeigen Sie mir alle verfügbaren statistischen Indikatoren für den Preis von Wohnbauland im Kanton Zürich für jedes Jahr zwischen 2017 und 2021.
",hard,de
zurich_effektive_preise_wohnbauland,"SELECT T.quantil_75_preis_chf_pro_m2
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr = 2015;
"," Wie hoch war das dritte Quartil der Preise für Wohnbauland im Kanton Zürich im Jahr 2015?
",hard,de
zurich_effektive_preise_wohnbauland,"SELECT T.jahr, T.median_preis_chf_pro_m2
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr IN (2012, 2014);
"," Wie hoch war das 50. Perzentil der Preise für Wohnbauland im Kanton Zürich in den Jahren 2012 und 2014?
",unknown,de
zurich_effektive_preise_wohnbauland,"SELECT SUM(T.faelle) AS faelle_1990_2010
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE
    S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr >= 1990
    AND T.jahr <= 2010;
"," Wie viele Verkäufe von Wohnbauland gab es im Kanton Zürich im Zeitraum 1990-2010 insgesamt?
",unknown,de
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,"SELECT S.name, T.reineinkommen_median
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2005
ORDER BY T.reineinkommen_median DESC
LIMIT 1;
"," Welche Wohnviertel in Basel-Stadt hat das höchste Netto-Medianeinkommen im Jahr 2005? Geben Sie auch das Einkommen an.
",extra,de
