db_id,question,query,generated_query,res_gt,res_pred,hard_label,soft_label,partial_label,hardness,lang,process_time
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,Wie viel Ozon war im Jahr 2005 jeden Monat in der Luft der Stadt Zürich?,"SELECT T.monat, T.o3_ug_m3 AS o3_ug_m3_2005
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr = 2005;","SELECT o3_ug_m3, jahr, monat
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE jahr = 2005","[(Decimal('1'), Decimal('25.6396774193548396')), (Decimal('2'), Decimal('38.2153571428571439')), (Decimal('3'), Decimal('46.6474193548387106')), (Decimal('4'), Decimal('52.4666666666666686')), (Decimal('5'), Decimal('64.6851612903225828')), (Decimal('6'), Decimal('75.3269999999999982')), (Decimal('7'), Decimal('63.8838709677419345')), (Decimal('8'), Decimal('53.7380645161290289')), (Decimal('9'), Decimal('42.8346666666666636')), (Decimal('10'), Decimal('13.5480645161290330'))]","[(Decimal('25.6396774193548396'), 2005, Decimal('1')), (Decimal('38.2153571428571439'), 2005, Decimal('2')), (Decimal('46.6474193548387106'), 2005, Decimal('3')), (Decimal('52.4666666666666686'), 2005, Decimal('4')), (Decimal('64.6851612903225828'), 2005, Decimal('5')), (Decimal('75.3269999999999982'), 2005, Decimal('6')), (Decimal('63.8838709677419345'), 2005, Decimal('7')), (Decimal('53.7380645161290289'), 2005, Decimal('8')), (Decimal('42.8346666666666636'), 2005, Decimal('9')), (Decimal('13.5480645161290330'), 2005, Decimal('10'))]",False,True,True,extra,de,7.463976894970983
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,Wann erreichte die Kohlenmonoxidkonzentration in der Luft in der Stadt Zürich ihr Maximum? Geben Sie auch die Konzentration in mg/m3 an.,"SELECT T.jahr, T.monat, T.co_mg_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.co_mg_m3 IS NOT NULL
ORDER BY T.co_mg_m3 DESC
LIMIT 1;","SELECT MAX(co_mg_m3) AS maximum_kohlenmonoxidkonzentration, jahr
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE co_mg_m3 IS NOT NULL
GROUP BY jahr
ORDER BY maximum_kohlenmonoxidkonzentration DESC
LIMIT 1;","[(1984, Decimal('11'), Decimal('4.65166666666666639'))]","[(Decimal('4.65166666666666639'), 1984)]",False,False,True,unknown,de,6.410000962903723
zurich_effektive_preise_wohnbauland,Zeigen Sie mir den Medianpreis für Wohnbauland im Kanton Zürich für jedes Jahr zwischen 2010 und 2020.,"SELECT T.jahr, T.median_preis_chf_pro_m2
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr >= 2010
    AND T.jahr <= 2020;","SELECT jahr, median_preis_chf_pro_m2
FROM experiment.zurich_effektive_preise_wohnbauland
JOIN experiment.spatial_unit ON zurich_effektive_preise_wohnbauland.spatialunit_uid = spatial_unit.spatialunit_uid
WHERE spatial_unit.canton = true
AND spatial_unit.name = 'Zürich'
AND jahr BETWEEN 2010 AND 2020","[(2010, Decimal('634')), (2011, Decimal('682')), (2012, Decimal('770')), (2013, Decimal('930')), (2014, Decimal('947')), (2015, Decimal('800')), (2016, Decimal('1012')), (2017, Decimal('1097')), (2018, Decimal('1136')), (2019, Decimal('1327'))]",[],False,False,False,hard,de,6.6348165101371706
zurich_effektive_preise_wohnbauland,Wann hat der Medianpreis für Wohnbauland im Kanton Zürich seinen Höhepunkt erreicht?,"SELECT T.jahr
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
ORDER BY T.median_preis_chf_pro_m2 DESC
LIMIT 1;","SELECT jahr
FROM experiment.zurich_effektive_preise_wohnbauland
WHERE spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE canton = true
    AND name = 'Zürich'
)
ORDER BY median_preis_chf_pro_m2 DESC
LIMIT 1;","[(2020,)]",[],False,False,False,extra,de,5.708089464111254
zurich_effektive_preise_wohnbauland,Wie viele Verkäufe von Wohnbauland gab es im Kanton Zürich in den Jahren 2015 und 2021?,"SELECT T.jahr, T.faelle
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr IN (2015, 2021);","SELECT COUNT(*) 
FROM experiment.zurich_effektive_preise_wohnbauland AS z
JOIN experiment.spatial_unit AS s ON z.spatialunit_uid = s.spatialunit_uid
WHERE s.canton = true
AND z.jahr IN (2015, 2021)","[(2015, Decimal('486')), (2021, Decimal('250'))]","[(2,)]",False,False,False,unknown,de,5.118867194047198
zurich_effektive_preise_wohnbauland,In welchem Jahr ist der durchschnittliche Preis für Wohnbauland im Kanton Zürich am stärksten gestiegen (in CHF) im Vergleich zum Vorjahr?,"SELECT T.jahr
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
ORDER BY T.durschnitt_preis_chf_pro_m2 - LAG(T.durschnitt_preis_chf_pro_m2) OVER (ORDER BY T.jahr) DESC
LIMIT 1;","SELECT jahr
FROM experiment.zurich_effektive_preise_wohnbauland
WHERE durschnitt_preis_chf_pro_m2 > (LAG(durschnitt_preis_chf_pro_m2) OVER (ORDER BY jahr)) 
AND spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE canton = true
    AND name = 'Zürich'
)
ORDER BY (durschnitt_preis_chf_pro_m2 - LAG(durschnitt_preis_chf_pro_m2) OVER (ORDER BY jahr)) DESC
LIMIT 1;","[(1974,)]","[('Error', ""(psycopg2.errors.WindowingError) window functions are not allowed in WHERE\nLINE 3: WHERE durschnitt_preis_chf_pro_m2 > (LAG(durschnitt_preis_ch...\n                                             ^\n\n[SQL: SELECT jahr\nFROM experiment.zurich_effektive_preise_wohnbauland\nWHERE durschnitt_preis_chf_pro_m2 > (LAG(durschnitt_preis_chf_pro_m2) OVER (ORDER BY jahr)) \nAND spatialunit_uid IN (\n    SELECT spatialunit_uid\n    FROM experiment.spatial_unit\n    WHERE canton = true\n    AND name = 'Zürich'\n)\nORDER BY (durschnitt_preis_chf_pro_m2 - LAG(durschnitt_preis_chf_pro_m2) OVER (ORDER BY jahr)) DESC\nLIMIT 1;]\n(Background on this error at: https://sqlalche.me/e/14/f405)"")]",False,False,False,unknown,de,9.968152317916974
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,"Wie hoch war das durchschnittliche Reineinkommen in Matthäus, BS, 2015?","SELECT T.reineinkommen_mittelwert
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2015
    AND S.name = 'Matthäus';","SELECT reineinkommen_mittelwert
FROM experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Matthäus' AND s.canton = true AND b.jahr = 2015;","[(Decimal('50044'),)]",[],False,False,False,medium,de,9.766114121070132
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,In welchem Wohnquartier in Basel-Stadt war die Einkommensungleichheit im Jahr 2020 am grössten?,"SELECT S.name
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.reineinkommen_gini_koeffizient DESC
LIMIT 1;","SELECT spatialunit_uid
FROM experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln
WHERE jahr = 2020
ORDER BY reineinkommen_gini_koeffizient DESC
LIMIT 1;","[('Vorstädte',)]","[('1202_A.ADM4',)]",False,False,False,extra,de,5.436023270012811
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,Wie hoch war das durchschnittliche steuerbare Einkommen im Kanton Basel-Stadt im Jahr 2014?,"SELECT (SUM(T.anzahl_veranlagungen * T.steuerbares_einkommen_mittelwert)) / SUM(T.anzahl_veranlagungen) AS steuerbares_einkommen_mittelwert_basel_stadt_2014
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2014;","SELECT steuerbares_einkommen_mittelwert
FROM experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln
WHERE jahr = 2014","[(Decimal('45511.275478920567'),)]","[(Decimal('83204'),), (Decimal('92947'),), (Decimal('52992'),), (Decimal('28426'),), (Decimal('79133'),), (Decimal('74872'),), (Decimal('33684'),), (Decimal('40605'),), (Decimal('39223'),), (Decimal('53869'),)]",False,False,False,unknown,de,3.581731865881011
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,Wie stark hat sich das durchschnittliche steuerpflichtige Vermögen in Clara (BS) zwischen 1995 und 2015 verändert? Geben Sie den relativen Unterschied in Prozent an.,"SELECT
    (
        100.0 * SUM(CASE WHEN T.jahr = 2015 THEN T.steuerbares_vermogen_mittelwert ELSE - T.steuerbares_vermogen_mittelwert END) /
        SUM(T.steuerbares_vermogen_mittelwert)
     ) AS steuerbares_vermogen_mittelwert_prozent_aenderung_1995_2015
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND S.name = 'Clara'
    AND T.jahr IN (1995, 2015);","SELECT 
    (e2.steuerbares_vermogen_mittelwert - e1.steuerbares_vermogen_mittelwert) / e1.steuerbares_vermogen_mittelwert * 100 AS relative_difference
FROM 
    experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS e1
JOIN 
    experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS e2 ON e1.spatialunit_uid = e2.spatialunit_uid
JOIN 
    experiment.spatial_unit AS s ON e1.spatialunit_uid = s.spatialunit_uid
WHERE 
    s.name = 'Clara (BS)' AND e1.jahr = 1995 AND e2.jahr = 2015","[(Decimal('30.3187517195299296'),)]",[],False,False,False,unknown,de,12.9616828430444
basel_stadt_kennzahlen_zu_den_basler_wohnvierteln,Wie hat sich die Wohnfläche pro Einwohner in der Altstadt Grossbasel über den Zeitraum 2015 - 2019 entwickelt?,"SELECT T.jahr, T.wohnflache_pro_person_m2
FROM basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND S.name = 'Altstadt Grossbasel'
    AND T.jahr >= 2015
    AND T.jahr <= 2019
ORDER BY T.jahr ASC;","SELECT jahr, wohnflache_pro_person_m2
FROM experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS w
JOIN experiment.spatial_unit AS s ON w.spatialunit_uid = s.spatialunit_uid
WHERE s.name_de = 'Altstadt Grossbasel' AND jahr BETWEEN 2015 AND 2019","[(2015, Decimal('55.739958000000001')), (2016, Decimal('55.190427698999997')), (2017, Decimal('53.608292683000002')), (2018, Decimal('52.670028817999999')), (2019, Decimal('53.158121706000003'))]","[(2017, Decimal('53.608292683000002')), (2016, Decimal('55.190427698999997')), (2015, Decimal('55.739958000000001')), (2018, Decimal('52.670028817999999')), (2019, Decimal('53.158121706000003'))]",True,True,True,hard,de,6.738894216017798
basel_stadt_kennzahlen_zu_den_basler_wohnvierteln,Wie heissen die 3 Wohngebiete in Basel-Stadt mit der kleinsten Wohnfläche pro Einwohner im Jahr 2020?,"SELECT S.name
FROM basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.wohnflache_pro_person_m2 ASC
LIMIT 3;","SELECT name
FROM experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS w
JOIN experiment.spatial_unit AS s ON w.spatialunit_uid = s.spatialunit_uid
WHERE jahr = 2020
ORDER BY wohnflache_pro_person_m2
LIMIT 3;","[('Klybeck',), ('Kleinhüningen',), ('Rosental',)]","[('Klybeck',), ('Kleinhüningen',), ('Rosental',)]",True,True,True,extra,de,5.872612009057775
basel_stadt_kennzahlen_zu_den_basler_wohnvierteln,Wie hoch ist die relative Veränderung (in %) des Ausländeranteils zwischen 2018 und 2023 in den einzelnen Wohnvierteln von Basel-Stadt?,"SELECT
    S.name,
    (   100.0 * SUM(CASE WHEN T.jahr = 2023 THEN T.anteil_auslander ELSE - T.anteil_auslander END) /
        SUM(CASE WHEN T.jahr = 2018 THEN T.anteil_auslander END)
    ) AS prozent_aenderung_anteil_auslander_2018_2023
FROM basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr IN (2018, 2023)
GROUP BY S.name ;","SELECT 
    b.spatialunit_uid,
    ((b.anteil_auslander - a.anteil_auslander) / a.anteil_auslander) * 100 AS relative_veranderung
FROM 
    experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS a
JOIN 
    experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS b ON a.spatialunit_uid = b.spatialunit_uid
WHERE 
    a.jahr = 2018 AND b.jahr = 2023","[('Altstadt Grossbasel', Decimal('14.175559318470528483')), ('Altstadt Kleinbasel', Decimal('7.598253261577171183')), ('Am Ring', Decimal('9.671360322346971090')), ('Bachletten', Decimal('9.220938838138330908')), ('Bettingen', Decimal('4.797357098216505819')), ('Breite', Decimal('11.657492496503951415')), ('Bruderholz', Decimal('3.921122465666002987')), ('Clara', Decimal('5.377664377612914407')), ('Gotthelf', Decimal('9.726675972769738158')), ('Gundeldingen', Decimal('3.765919351445708626'))]","[('1204_A.ADM4', Decimal('11.65749249650395141500')), ('1210_A.ADM4', Decimal('4.47178935333145281700')), ('1211_A.ADM4', Decimal('-0.74922264362322897700')), ('1220_A.ADM4', Decimal('11.10365046387515675900')), ('1203_A.ADM4', Decimal('9.67136032234697109000')), ('1205_A.ADM4', Decimal('14.25361788748462967000')), ('1207_A.ADM4', Decimal('3.92112246566600298700')), ('1208_A.ADM4', Decimal('9.22093883813833090800')), ('1212_A.ADM4', Decimal('7.59825326157717118300')), ('1213_A.ADM4', Decimal('5.37766437761291440700'))]",False,False,False,unknown,de,9.838295952184126
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Wie hiessen die 3 bevölkerungsreichsten Gemeinden im Kanton Schwyz im Jahr 2015?,"SELECT S.name
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2015
GROUP BY S.name
ORDER BY SUM(T.anzahl_personen) DESC
LIMIT 3;","SELECT s.name
FROM experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS w
JOIN experiment.spatial_unit AS s ON w.spatialunit_uid = s.spatialunit_uid
WHERE s.canton = true
AND w.jahr = 2015
ORDER BY w.anzahl_personen DESC
LIMIT 3;","[('Freienbach',), ('Einsiedeln',), ('Schwyz',)]",[],False,False,False,extra,de,6.721247013891116
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Wie hoch war der Anteil der Männer an der schweizerischen und ausländischen Wohnbevölkerung im Kanton Schwyz in den Jahren 2015 bis 2020?,"SELECT
    T.jahr,
    (
        SUM(CASE WHEN T.geschlecht = 'männlich' AND T.nationalitaet = 'Schweiz' THEN T.anzahl_personen END) /
        SUM(CASE WHEN T.nationalitaet = 'Schweiz' THEN T.anzahl_personen END)
    ) AS anteil_manner_schweizer,
    (
        SUM(CASE WHEN T.geschlecht = 'männlich' AND T.nationalitaet = 'Ausland' THEN T.anzahl_personen END) /
        SUM(CASE WHEN T.nationalitaet = 'Ausland' THEN T.anzahl_personen END)
    ) AS anteil_manner_auslander
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2015
    AND T.jahr >= 2020
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT 
    jahr,
    geschlecht,
    nationalitaet,
    anzahl_personen
FROM 
    experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS wohnbevolkerung
JOIN 
    experiment.spatial_unit AS spatialunit ON wohnbevolkerung.spatialunit_uid = spatialunit.spatialunit_uid
WHERE 
    spatialunit.canton = true
    AND jahr BETWEEN 2015 AND 2020
    AND nationalitaet IN ('Schweiz', 'Ausland')
    AND geschlecht = 'männlich'","[(2020, Decimal('0.50514992194369179422'), Decimal('0.53783670979548592160')), (2021, Decimal('0.50578161135070941934'), Decimal('0.54014392991239048811')), (2022, Decimal('0.50544103098847624395'), Decimal('0.54181940371456500489'))]",[],False,False,False,unknown,de,17.1296231278684
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Wie viele Einwohner gab es in Freienbach (SZ) im Zeitraum 2010 - 2020 ?,"SELECT T.jahr, SUM(T.anzahl_personen)
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Freienbach', 'Freienbach (SZ)')
    AND T.jahr >= 2010
    AND T.jahr <= 2020
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT SUM(anzahl_personen) AS einwohnerzahl
FROM experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat
JOIN experiment.spatial_unit ON schwyz_standige_wohnbevolkerung_geschlecht_nationalitat.spatialunit_uid = spatial_unit.spatialunit_uid
WHERE spatial_unit.name = 'Freienbach (SZ)' AND jahr BETWEEN 2010 AND 2020","[(2010, Decimal('15603')), (2011, Decimal('15699')), (2012, Decimal('15750')), (2013, Decimal('15867')), (2014, Decimal('16059')), (2015, Decimal('15959')), (2016, Decimal('16040')), (2017, Decimal('16083')), (2018, Decimal('16261')), (2019, Decimal('16543'))]","[(None,)]",False,False,False,unknown,de,12.831045978004113
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Zeigen Sie mir den Anteil der ausländischen Bevölkerung (als Verhältnis) im Kanton Schwyz in jedem Jahr zwischen 2010 und 2020.,"SELECT
    T.jahr,
    (
        SUM(CASE WHEN T.nationalitaet = 'Ausland' THEN T.anzahl_personen ELSE 0 END) /
        SUM(T.anzahl_personen)
    ) AS anteil_auslander
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2010
    AND T.jahr <= 2020
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT jahr, 
       SUM(CASE WHEN nationalitaet = 'Ausland' THEN anzahl_personen ELSE 0 END) / 
       SUM(anzahl_personen) AS auslaendischer_bevolkerungsanteil
FROM experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS s
JOIN experiment.spatial_unit AS u ON s.spatialunit_uid = u.spatialunit_uid
WHERE u.canton = true
  AND u.name = 'Schwyz'
  AND jahr BETWEEN 2010 AND 2020
GROUP BY jahr;","[(2010, Decimal('0.19217323203371630186')), (2011, Decimal('0.18641847638745260255')), (2012, Decimal('0.19061856606515683662')), (2013, Decimal('0.19412437658424244237')), (2014, Decimal('0.19772772720876321110')), (2015, Decimal('0.19791006966434452185')), (2016, Decimal('0.20099033006140338083')), (2017, Decimal('0.20443189224418857267')), (2018, Decimal('0.21047588401444456362')), (2019, Decimal('0.21561146190220007362'))]",[],False,False,False,unknown,de,15.397010033018889
energiebilanz_schweiz_in_tera_joule,"Bei der Umwandlung durch Kernkraftwerke, welche Energieträger sind da mit welchen Mengen durchschnittlich im Spiel?","SELECT
    energietraeger,
    AVG(energiemenge_in_tera_joule) as durchschnittliche_umwandlung_kernkraft_in_tj
FROM energiebilanz_schweiz_in_tera_joule WHERE LOWER(nutzungs_sektor) LIKE '%umwandlung%'
AND LOWER(nutzungs_sektor) LIKE '%kernkraftwerk%'
AND energiemenge_in_tera_joule IS NOT NULL
AND energiemenge_in_tera_joule != 0
GROUP BY energietraeger
ORDER BY durchschnittliche_umwandlung_kernkraft_in_tj ASC;","SELECT energietraeger, AVG(energiemenge_in_tera_joule) AS durchschnittliche_menge
FROM energiebilanz_schweiz_in_tera_joule
WHERE nutzungs_sektor = 'Energieumwandlung - Kernkraftwerke'
GROUP BY energietraeger","[('Kernbrennstoffe', Decimal('-245775.116279069767')), ('Fernwärme', Decimal('1049.5348837209302326')), ('Elektrizität', Decimal('81106.279069767442'))]","[('Fernwärme', Decimal('1049.5348837209302326')), ('Holzenergie', None), ('Müll und Industrieabfälle', None), ('Erdölprodukte', None), ('Gas', None), ('Kernbrennstoffe', Decimal('-245775.116279069767')), ('Wasserkraft', None), ('Elektrizität', Decimal('81106.279069767442')), ('Uebrige erneuerbare Energien', None), ('Kohle', None)]",False,False,False,unknown,de,8.699935361975804
energiebilanz_schweiz_in_tera_joule,Welches war der am meisten exportierten Energietraeger 2020 in der Schweiz und wieviel wurde exportiert?,"SELECT nutzungs_sektor, energietraeger, SUM(energiemenge_in_tera_joule) as tj_export_2020
FROM energiebilanz_schweiz_in_tera_joule WHERE jahr = '2020'
AND LOWER(nutzungs_sektor) LIKE '%export%'
AND energiemenge_in_tera_joule IS NOT NULL
GROUP BY energietraeger, nutzungs_sektor
ORDER BY tj_export_2020 DESC;","SELECT energietraeger, SUM(energiemenge_in_tera_joule) AS export_menge
FROM experiment.energiebilanz_schweiz_in_tera_joule
WHERE nutzungs_sektor = 'Export' AND jahr = 2020
GROUP BY energietraeger
ORDER BY export_menge DESC
LIMIT 1;","[('Export', 'Kohle', Decimal('0')), ('Export', 'Uebrige erneuerbare Energien', Decimal('0')), ('Export', 'Holzenergie', Decimal('-90')), ('Export', 'Erdölprodukte', Decimal('-18890')), ('Export', 'Elektrizität', Decimal('-117170'))]","[('Fernwärme', None)]",False,False,False,unknown,de,6.374751663999632
energiebilanz_schweiz_in_tera_joule,In 2020 auf welche Energieträger hat sich der Verbrauch von Haushalten gestützt? Gib die Energieträger und Energiemengen an.,"SELECT energietraeger, SUM(energiemenge_in_tera_joule) as energieverbrauch_in_tj
FROM energiebilanz_schweiz_in_tera_joule WHERE jahr = '2020'
AND LOWER(nutzungs_sektor) LIKE '%verbrauch%haushalt%'
AND energiemenge_in_tera_joule IS NOT NULL
AND energiemenge_in_tera_joule != 0
GROUP BY energietraeger, nutzungs_sektor
ORDER BY energieverbrauch_in_tj DESC;","SELECT energietraeger, energiemenge_in_tera_joule
FROM experiment.energiebilanz_schweiz_in_tera_joule
WHERE nutzungs_sektor = 'Endverbrauch - Haushalte' AND jahr = 2020","[('Elektrizität', Decimal('69200')), ('Erdölprodukte', Decimal('59470')), ('Gas', Decimal('47470')), ('Holzenergie', Decimal('17350')), ('Uebrige erneuerbare Energien', Decimal('17200')), ('Fernwärme', Decimal('8640')), ('Kohle', Decimal('100'))]","[('Elektrizität', Decimal('69200')), ('Erdölprodukte', Decimal('59470')), ('Fernwärme', Decimal('8640')), ('Gas', Decimal('47470')), ('Holzenergie', Decimal('17350')), ('Kernbrennstoffe', None), ('Kohle', Decimal('100')), ('Müll und Industrieabfälle', Decimal('0')), ('Rohöl', None), ('Uebrige erneuerbare Energien', Decimal('17200'))]",False,False,False,unknown,de,5.312318994896486
ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit,Welche Rentenarten gibt es in der Schweiz und was sind die durchschnittliche Ausgaben dafür pro Jahr?,"SELECT rententyp,
  (AVG(rentensumme_in_tausend_franken) * 1000) as durchschnittliche_ausgaben_pro_jahr_chf
FROM ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit WHERE staatsangehorigkeit_kategorie = 'Staatsangehörigkeit - Total'
  AND wohnsitzstaat_kategorie = 'Wohnsitzstaat - Total'
  AND geschlecht = 'Geschlecht - Total'
GROUP BY rententyp
ORDER BY durchschnittliche_ausgaben_pro_jahr_chf DESC;","SELECT rententyp, AVG(renten_mittelwert_in_franken) AS durchschnittliche_ausgaben
FROM experiment.ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit
WHERE wohnsitzstaat_kategorie = 'Schweiz'
GROUP BY rententyp","[('Altersrente', Decimal('2931055727.272727273000')), ('Witwer/Witwe', Decimal('123601772.727272727000')), ('Waise (Vater)', Decimal('17408590.909090909000')), ('Zusatzrente für Kinder (Vater)', Decimal('11804363.636363636000')), ('Zusatzrente für Ehepartner', Decimal('7847409.0909090909091000')), ('Waise (Mutter)', Decimal('4634772.7272727272727000')), ('Zusatzrente für Kinder (Mutter)', Decimal('785318.1818181818182000')), ('Waise (doppelt)', Decimal('116454.5454545454545000'))]","[('Witwer/Witwe', Decimal('1383.8737373737373737')), ('Zusatzrente für Kinder (Vater)', Decimal('675.9242424242424242')), ('Waise (doppelt)', Decimal('917.6161616161616162')), ('Zusatzrente für Ehepartner', Decimal('503.3383838383838384')), ('Altersrente', Decimal('1688.7020202020202020')), ('Waise (Mutter)', Decimal('564.3585858585858586')), ('Zusatzrente für Kinder (Mutter)', Decimal('557.6111111111111111')), ('Waise (Vater)', Decimal('689.7979797979797980'))]",False,False,False,unknown,de,5.58620525803417
